1mJbSWeKdu,297280519,2018-10-01 01:32:37,A,2018-10-04 07:40:37,2018-10-08 12:01:37,215.43
06Of3vYqPw,507403293,2018-10-01 03:45:55,A,2018-10-06 15:55:55,2018-10-09 09:58:55,106.48
4OpYhImeuy,201453664,2018-10-01 04:16:41,A,2018-10-06 06:46:41,2018-10-08 22:52:41,398.21
qna4WIdKs6,570283707,2018-10-01 04:15:52,D,2018-10-07 15:28:52,,
2wnNIUKgnI,614958621,2018-10-01 04:31:31,D,2018-10-01 22:46:31,,
RbKXKiXi26,193490219,2018-10-01 05:30:20,D,2018-10-04 08:54:20,,
2e3O6TGuw9,607312857,2018-10-01 05:50:45,A,2018-10-02 22:55:45,2018-10-09 08:24:45,78.21
7FUJhdIn76,349467285,2018-10-01 06:16:59.818184,A,2018-10-07 23:33:59.818184,,
JZLJcUtuk2,500319262,2018-10-01 06:13:32,D,2018-10-05 00:12:32,,
r7Cnah3m39,400540892,2018-10-01 06:26:54,D,2018-10-08 01:00:54,,
t8ACjqZhI4,640640477,2018-10-01 06:50:08,A,2018-10-06 12:45:08,2018-10-12 21:55:08,188.45
9jjT8NWvsu,157573014,2018-10-01 06:36:59,D,2018-10-02 22:04:59,,
uKKrBC8q4B,285672550,2018-10-01 07:07:32.451612,D,2018-10-03 00:50:32.451612,,
bS61JbhbZ2,351633608,2018-10-01 07:13:12.709676,D,2018-10-03 19:13:12.709676,,
KlCzUgTJ9A,565623217,2018-10-01 07:16:46.967740,D,2018-10-01 12:24:46.967740,,
TI6U1sdI7N,509009545,2018-10-01 07:22:34.290320,A,2018-10-06 17:41:34.290320,,
thXGsMRrz2,150541456,2018-10-01 07:32:30.444444,D,2018-10-08 03:20:30.444444,,
H6jKxCTgAC,781698345,2018-10-01 07:32:38.111110,D,2018-10-04 10:09:38.111110,,
0jPhbiD4aT,440338496,2018-10-01 07:35:03.444442,D,2018-10-02 18:10:03.444442,,
M0nnq4e12L,808349449,2018-10-01 07:37:48.555552,D,2018-10-03 14:05:48.555552,,
ZY4RAkLd2m,269064876,2018-10-01 07:38:16.666662,D,2018-10-06 10:58:16.666662,,
d5JZR2iTHH,309869727,2018-10-01 07:40:25.333328,D,2018-10-03 22:29:25.333328,,
eJ5Cyckf80,527424020,2018-10-01 07:42:10.777772,D,2018-10-02 02:47:10.777772,,
fMK7jmh06i,890100755,2018-10-01 07:41:59.222216,D,2018-10-05 07:05:59.222216,,
y6AvJOaUmI,103505582,2018-10-01 07:42:00.888882,D,2018-10-05 21:59:00.888882,,
I0AWhNkp7H,264932806,2018-10-01 07:42:28.333326,A,2018-10-03 08:23:28.333326,,
1PdFu6s98W,541480679,2018-10-01 07:46:52.111102,D,2018-10-01 14:15:52.111102,,
Qe4OEGntzD,128498576,2018-10-01 07:46:47.333324,A,2018-10-03 01:56:47.333324,,
z8xQpYhx1G,966210686,2018-10-01 07:51:58.333322,D,2018-10-02 18:37:58.333322,,
u8tUOIjrhy,879831272,2018-10-01 07:52:32.666654,D,2018-10-03 01:01:32.666654,,
8EAb7NKp8d,412056307,2018-10-01 07:59:51.111094,D,2018-10-07 04:04:51.111094,,
mXsOjegxK3,680286735,2018-10-01 08:08:55.435640,D,2018-10-08 05:46:55.435640,,
E2DQjJOs8V,659184767,2018-10-01 08:08:16.257422,D,2018-10-03 15:06:16.257422,,
rnBVOSqF7L,390008426,2018-10-01 08:07:59.544550,A,2018-10-05 19:02:59.544550,2018-10-08 18:12:59.544550,238.13
DV4rkhGpT4,153224179,2018-10-01 08:10:00.653460,A,2018-10-07 22:48:00.653460,2018-10-12 08:47:00.653460,417.9
mPy4xDdi2C,330814259,2018-10-01 08:11:45.118806,D,2018-10-05 23:39:45.118806,,
0CezKvFAX7,289238485,2018-10-01 08:13:28.227716,D,2018-10-07 23:24:28.227716,,
sE2PIGCdP8,338748439,2018-10-01 08:13:43.871280,A,2018-10-08 01:04:43.871280,2018-10-11 04:15:43.871280,584.83
rrLCZlOi44,982354004,2018-10-01 08:28:26.138598,A,2018-10-06 21:52:26.138598,2018-10-09 00:06:26.138598,443.7
2XQBY1XsXA,602765904,2018-10-01 08:28:23.247508,D,2018-10-04 16:43:23.247508,,
0W3RckOxzU,817404851,2018-10-01 08:04:11.636364,D,2018-10-05 10:13:11.636364,,
84a8KZxSOS,390814223,2018-10-01 08:06:26.272728,A,2018-10-07 13:37:26.272728,,
Y5JbQLIcLr,805522621,2018-10-01 08:13:18.545456,A,2018-10-05 08:18:18.545456,,
0LfxIa8yYg,516474609,2018-10-01 08:34:27.609756,A,2018-10-04 09:58:27.609756,2018-10-08 17:34:27.609756,428.71
e9A3FaQv2D,998156057,2018-10-01 08:39:24.926829,D,2018-10-07 12:35:24.926829,,
YvKLL1Tm2G,664780439,2018-10-01 08:42:38.536585,A,2018-10-03 16:34:38.536585,2018-10-06 16:30:38.536585,384.24
TPGAR9MsHn,667715547,2018-10-01 08:49:06.658536,D,2018-10-05 22:21:06.658536,,
uHi2DCFe7Q,317716130,2018-10-01 08:50:16.560975,A,2018-10-05 15:41:16.560975,2018-10-10 14:48:16.560975,457.64
NswEk0Mn4s,436330391,2018-10-01 08:50:12.463414,D,2018-10-05 10:02:12.463414,,
6OdsFF9xAV,691722565,2018-10-01 08:50:55.365853,D,2018-10-07 18:44:55.365853,,
4iKJ4zsOrd,505203042,2018-10-01 08:54:19.780487,D,2018-10-07 16:38:19.780487,,
4vhYRPvtaK,535961718,2018-10-01 08:57:19.487804,D,2018-10-03 02:17:19.487804,,
H0SIEfcc0X,891625025,2018-10-01 08:50:28.454548,D,2018-10-05 19:54:28.454548,,
Oc4NM18mqG,438016554,2018-10-01 08:59:03.363640,A,2018-10-01 17:34:03.363640,2018-10-08 16:07:03.363640,674.7
NT84CVfKqV,779256673,2018-10-01 09:13:49.500000,D,2018-10-03 17:06:49.500000,,
mKsfGnxl7X,321594203,2018-10-01 09:26:11.500000,D,2018-10-02 17:59:11.500000,,
3UCzmEMTm1,806343215,2018-10-01 09:30:04.500000,D,2018-10-03 03:42:04.500000,,
44BwZ99Aex,906319450,2018-10-01 09:04:37.428572,D,2018-10-06 12:15:37.428572,,
vCOWK7Jphx,295330068,2018-10-01 09:08:55.571430,D,2018-10-05 22:29:55.571430,,
twhthDxv9R,439323123,2018-10-01 09:14:56.714288,A,2018-10-04 07:25:56.714288,2018-10-05 16:15:56.714288,602.44
fm3AAnusQf,662168336,2018-10-01 09:25:14.714290,A,2018-10-07 16:58:14.714290,2018-10-14 09:08:14.714290,514.4
y3VqJvStwq,468124966,2018-10-01 09:29:41.285720,D,2018-10-02 02:18:41.285720,,
zhmdYUbj7D,623856300,2018-10-01 09:38:27.909092,D,2018-10-05 02:20:27.909092,,
JPa6Gwa5hP,208093390,2018-10-01 09:45:14.181820,D,2018-10-07 22:45:14.181820,,
7WvMfhLEMq,262818071,2018-10-01 09:51:11.454548,D,2018-10-02 12:30:11.454548,,
j52ATFjyQI,846098467,2018-10-01 09:57:38.363640,A,2018-10-03 01:25:38.363640,2018-10-09 09:56:38.363640,122.35
HBD2UPec8u,857926152,2018-10-01 09:46:27.032256,D,2018-10-06 14:51:27.032256,,
D9CD8xWdc3,586306895,2018-10-01 09:51:06.225804,D,2018-10-07 05:33:06.225804,,
4Ll1E0LiEZ,660640295,2018-10-01 09:51:14.290320,D,2018-10-02 22:03:14.290320,,
lyLk7Aa0zZ,194493907,2018-10-01 09:53:08.483868,D,2018-10-07 13:03:08.483868,,
nV4g0WaeUh,259391828,2018-10-01 09:59:14.741932,D,2018-10-07 23:51:14.741932,,
7XEcwtD4qP,278979902,2018-10-01 10:09:55.909092,D,2018-10-07 03:48:55.909092,,
7rRskMAGIP,384232121,2018-10-01 10:28:21.363640,A,2018-10-03 12:32:21.363640,2018-10-05 13:53:21.363640,455.72
df0BUpsqQK,187874539,2018-10-01 10:02:44.707317,D,2018-10-03 05:11:44.707317,,
VAP3YWef0z,527566225,2018-10-01 10:11:50.536585,A,2018-10-07 03:26:50.536585,2018-10-13 16:14:50.536585,197.44
MBR0QWtcg8,513888678,2018-10-01 10:12:55.439024,D,2018-10-03 20:57:55.439024,,
86JveqQQls,949297014,2018-10-01 10:14:58.146341,A,2018-10-05 17:04:58.146341,,
9RVAfpa7Gr,498013618,2018-10-01 10:18:10.951219,D,2018-10-01 17:31:10.951219,,
OcSok9Zw7U,386962417,2018-10-01 10:18:03.756097,A,2018-10-02 10:42:03.756097,2018-10-08 17:39:03.756097,125.08
B2Bcms6L9A,829158295,2018-10-01 10:20:54.658536,D,2018-10-02 03:01:54.658536,,
v3BQwA7TvN,581078352,2018-10-01 10:24:10.975609,D,2018-10-02 02:39:10.975609,,
JWt6Ioiz0f,838792763,2018-10-01 10:41:10.545456,D,2018-10-01 14:10:10.545456,,
xMwayniN5K,870799143,2018-10-01 10:48:15.818184,D,2018-10-02 21:09:15.818184,,
2S9ejcz80V,460955177,2018-10-01 10:55:50.727276,D,2018-10-04 21:22:50.727276,,
SB2PhQ6Btx,755253198,2018-10-01 10:37:44.081970,D,2018-10-04 05:09:44.081970,,
DunOI2ua0r,747796906,2018-10-01 10:39:26.606561,D,2018-10-04 06:11:26.606561,,
rCBRH1hP7G,143364085,2018-10-01 10:38:03.114758,A,2018-10-01 17:28:03.114758,,
FVmAqqgjA2,317658729,2018-10-01 10:41:20.163940,D,2018-10-02 06:58:20.163940,,
8JX8rPupwA,704847155,2018-10-01 10:41:03.180334,D,2018-10-07 12:05:03.180334,,
MLp9J0QvI8,411747850,2018-10-01 10:43:53.704925,D,2018-10-03 15:06:53.704925,,
RLH6lNUmp6,973981601,2018-10-01 10:47:14.754107,D,2018-10-03 10:50:14.754107,,
6lOxWhAgGX,607218305,2018-10-01 11:24:02.090912,D,2018-10-05 15:53:02.090912,,
23MXBeeDXa,525162201,2018-10-01 11:26:53.727276,D,2018-10-03 11:25:53.727276,,
4QpXTD7PPl,912781224,2018-10-01 11:05:17.557379,D,2018-10-03 03:21:17.557379,,
fHL5ALFeyX,949420977,2018-10-01 11:10:43.131152,D,2018-10-07 12:42:43.131152,,
VktC6djvm6,150751343,2018-10-01 11:13:05.213122,A,2018-10-04 19:03:05.213122,2018-10-09 14:18:05.213122,181.27
jlmxKD4mJ0,806315594,2018-10-01 11:18:29.278698,D,2018-10-08 04:03:29.278698,,
6cFVILhrF0,247010078,2018-10-01 11:24:38.377062,D,2018-10-04 10:08:38.377062,,
3EJmcdbvd4,515420979,2018-10-01 11:24:29.885259,A,2018-10-03 04:29:29.885259,,
ml11CSuz3A,662771057,2018-10-01 11:26:45.426244,D,2018-10-01 14:46:45.426244,,
w4ADh7j41y,689103253,2018-10-01 11:43:17.545456,D,2018-10-07 05:46:17.545456,,
ZPeANNSp0o,995382375,2018-10-01 11:54:31.090912,D,2018-10-08 03:17:31.090912,,
K419AVra0K,105390881,2018-10-01 11:33:28.016394,A,2018-10-02 10:45:28.016394,2018-10-04 22:01:28.016394,262.1
jwJexzHrc9,896975424,2018-10-01 11:33:49.524591,D,2018-10-03 18:50:49.524591,,
b1eLGrsA1P,863004176,2018-10-01 11:35:10.049182,A,2018-10-07 19:54:10.049182,,
xe7JzBDywK,526848859,2018-10-01 11:35:38.081970,A,2018-10-08 00:47:38.081970,2018-10-11 14:35:38.081970,332.7
